intersection_id,timestep,q_n,q_s,q_e,q_w,w_n,w_s,w_e,w_w,phase,elapsed
i4,145,6.8,6.2,5.3,5.8,8.7,8.3,5.7,8.6,0,30
i5,145,5.3,4.8,4.9,5.9,6.7,5.8,7.1,7.6,1,3
i6,145,6.2,4.9,5.7,6.3,8.5,5.6,4.9,6.2,1,30
i0,146,6.3,6.8,6.5,5.6,7.5,9.1,8.2,8.5,0,7
i1,146,7.1,5.1,6.9,5.6,9.1,6.1,7.5,6.9,0,28
i2,146,7.0,5.9,5.7,6.6,8.2,7.5,7.9,8.0,0,10
i3,146,6.2,7.1,3.6,7.8,7.9,7.5,4.2,8.8,0,1
i4,146,7.7,6.7,5.4,4.7,9.4,8.3,6.6,6.4,0,31
i5,146,5.6,4.4,4.5,6.6,6.4,3.8,7.2,9.4,1,4
i6,146,5.9,5.6,6.7,7.1,7.7,8.2,8.4,8.8,1,31
i0,147,7.4,5.6,6.9,6.1,9.7,7.1,8.7,8.8,0,8
i1,147,6.6,4.2,6.2,5.5,8.1,6.5,7.0,7.3,0,29
i2,147,7.8,5.5,4.9,6.6,8.6,7.2,6.3,9.4,0,11
i3,147,7.6,6.6,5.2,8.2,10.2,7.9,5.9,10.1,0,2
i4,147,6.9,7.7,5.2,4.4,10.5,11.5,6.1,5.6,0,32
i5,147,7.0,6.1,4.6,5.7,9.4,8.5,7.6,7.6,1,5
i6,147,5.5,6.3,5.0,7.5,7.5,7.5,6.6,10.5,1,32
i0,148,7.0,5.9,7.1,5.3,9.0,7.2,8.9,7.6,0,9
i1,148,6.1,4.8,5.5,5.0,8.5,7.6,6.6,6.6,0,30
i2,148,7.8,5.9,4.5,6.9,9.0,6.6,6.7,9.1,0,12
i3,148,7.1,5.9,4.7,6.6,8.3,6.9,6.8,8.2,0,3
i4,148,6.7,6.8,6.5,6.7,10.0,8.5,8.0,8.5,0,33
i5,148,6.5,5.8,4.7,5.9,7.0,8.8,5.1,7.8,1,6
i6,148,5.0,6.3,5.7,6.6,6.4,8.4,7.7,9.8,1,33
i0,149,5.7,5.8,6.1,5.0,7.4,7.5,7.2,5.7,0,10
i1,149,5.5,5.0,6.5,6.0,6.4,6.2,7.0,7.9,0,31
i2,149,7.4,6.8,4.6,6.7,9.5,9.3,4.2,8.7,0,13
i3,149,8.4,6.9,4.0,6.2,10.6,8.3,6.6,7.8,0,4
i4,149,7.5,7.4,6.7,7.8,8.2,10.6,7.1,9.0,0,34
i5,149,6.0,6.1,3.9,6.7,6.4,7.4,5.4,9.2,1,7
i6,149,4.6,4.7,6.2,7.2,5.8,5.4,7.2,9.5,1,34
i0,150,5.9,4.6,6.1,6.8,9.3,5.4,6.1,7.8,0,11
i1,150,6.3,5.6,6.8,8.2,8.2,5.8,9.2,10.1,1,0
i2,150,5.4,7.4,4.9,6.4,7.5,10.6,6.4,8.6,0,14
i3,150,6.8,6.0,5.1,6.7,8.3,7.6,6.4,7.0,0,5
i4,150,7.0,6.7,6.9,7.1,7.5,9.6,8.5,9.0,0,35
i5,150,5.0,6.7,4.1,6.6,7.4,7.9,4.2,8.0,1,8
i6,150,6.3,5.1,5.5,6.6,8.4,5.0,7.1,8.4,1,35
i0,151,6.1,4.3,6.1,7.4,8.4,4.6,8.2,10.2,1,0
i1,151,6.0,5.4,6.9,7.1,7.5,6.4,10.3,9.9,1,1
i2,151,6.3,7.2,5.8,5.8,8.6,11.2,6.8,6.9,0,15
i3,151,7.3,6.0,5.5,7.0,9.7,8.3,8.1,8.5,0,6
i4,151,6.4,7.1,6.8,5.8,7.2,8.3,8.3,8.1,0,36
i5,151,4.7,5.8,4.9,6.2,6.6,7.5,6.0,6.6,1,9
i6,151,6.0,4.5,6.3,7.2,8.2,5.2,7.4,7.9,1,36
i0,152,6.5,4.5,5.4,6.4,7.0,8.4,7.1,9.0,1,1
i1,152,6.5,5.3,6.7,7.1,8.8,6.1,9.2,9.9,1,2
i2,152,6.2,7.5,6.3,5.9,8.1,8.2,8.4,8.3,0,16
i3,152,7.3,6.1,5.7,6.8,10.1,7.3,7.3,9.4,0,7
i4,152,5.6,6.9,6.6,5.9,6.6,9.4,8.1,7.9,0,37
i5,152,5.4,5.9,5.5,5.1,6.4,7.6,7.3,6.8,1,10
i6,152,4.8,4.7,6.3,6.7,6.2,6.6,8.0,10.0,1,37
i0,153,7.3,5.4,4.9,6.5,9.6,7.3,4.7,6.5,1,2
i1,153,7.2,6.7,6.1,7.3,10.1,9.1,7.4,8.9,1,3
i2,153,5.7,6.8,6.9,5.0,7.1,8.9,8.8,6.0,0,17
i3,153,7.8,6.8,5.7,7.1,10.8,8.4,5.7,8.5,0,8
i4,153,4.0,6.3,5.4,7.2,4.7,9.3,5.4,9.7,0,38
i5,153,5.9,6.1,4.5,6.1,7.8,7.4,4.9,6.9,1,11
i6,153,4.1,5.6,7.0,6.4,6.5,8.4,9.9,9.1,1,38
i0,154,6.5,6.3,4.5,5.7,7.4,9.2,6.3,7.3,1,3
i1,154,6.1,6.4,5.7,7.1,8.2,8.8,7.7,8.7,1,4
i2,154,4.3,7.0,6.0,4.7,4.9,8.1,8.3,7.1,0,18
i3,154,6.8,8.0,6.2,5.9,10.0,10.5,7.8,7.6,0,9
i4,154,5.1,7.6,5.3,6.0,7.7,9.7,5.4,7.6,0,39
i5,154,5.1,6.7,5.8,6.7,5.7,8.0,7.6,8.1,1,12
i6,154,5.5,5.8,7.4,6.1,7.2,8.3,8.9,8.2,1,39
i0,155,6.7,6.4,4.0,5.4,8.5,8.2,5.4,5.5,1,4
i1,155,5.9,5.3,5.3,6.5,7.2,6.8,5.9,7.4,1,5
i2,155,4.8,6.4,6.5,5.5,5.8,6.7,7.4,7.1,0,19
i3,155,5.2,7.0,5.4,6.0,6.5,8.8,7.0,7.5,0,10
i4,155,5.7,7.6,3.9,6.7,5.8,7.8,4.8,7.6,1,0
i5,155,6.2,6.6,6.3,6.1,9.5,8.1,8.7,8.4,1,13
i6,155,6.0,5.6,7.4,5.4,8.4,6.2,9.2,6.9,0,0
i0,156,6.3,5.8,4.7,6.1,7.4,7.4,7.6,7.8,1,5
i1,156,4.1,5.2,5.0,7.2,5.6,6.4,5.7,7.6,1,6
i2,156,5.3,5.2,5.5,4.9,6.6,5.8,7.5,6.5,0,20
i3,156,5.0,7.1,4.8,6.5,5.4,9.5,4.4,9.8,0,11
i4,156,5.5,5.7,3.8,6.6,6.9,7.6,5.8,7.7,1,1
i5,156,6.0,5.0,6.9,6.3,6.9,7.2,8.6,6.3,1,14
i6,156,4.5,4.9,7.2,5.2,4.7,5.9,8.5,6.2,0,1
i0,157,4.9,4.9,4.5,6.7,4.8,7.5,4.2,8.2,1,6
i1,157,5.2,5.4,6.2,6.5,6.9,6.4,9.2,8.1,1,7
i2,157,5.3,5.7,5.7,5.3,6.3,7.0,7.2,6.5,0,21
i3,157,5.5,7.9,5.6,6.5,6.4,10.5,6.8,7.5,0,12
i4,157,5.7,5.7,4.1,7.0,7.8,7.3,6.3,9.0,1,2
i5,157,5.8,5.1,5.7,6.9,7.1,6.4,8.0,8.8,1,15
i6,157,5.0,5.1,5.9,5.6,6.2,5.8,7.6,7.0,0,2
i0,158,6.0,5.0,4.9,7.8,7.9,4.4,5.2,10.1,1,7
i1,158,5.1,5.8,5.9,5.3,4.7,7.3,7.2,7.1,1,8
i2,158,6.0,6.2,5.6,5.5,7.7,6.3,8.1,6.1,0,22
i3,158,5.9,7.8,5.5,6.1,7.7,9.6,7.7,8.6,0,13
i4,158,6.0,5.7,4.6,6.0,7.2,6.8,5.1,7.6,1,3
i5,158,5.3,5.8,5.9,6.8,8.0,6.3,7.7,8.8,1,16
i6,158,4.5,5.0,6.2,6.8,6.0,7.0,7.2,8.3,0,3
i0,159,6.3,5.2,6.2,8.2,7.8,6.4,8.1,10.0,1,8
i1,159,5.4,5.6,5.6,6.1,6.1,6.3,7.1,7.2,1,9
i2,159,6.8,6.1,4.5,5.2,8.5,6.1,5.3,6.9,0,23
i3,159,6.1,7.1,5.5,4.4,6.8,9.6,7.8,4.5,0,14
i4,159,7.0,4.8,3.9,7.0,8.4,7.3,4.7,8.8,1,4
i5,159,5.8,5.8,5.3,6.7,7.9,5.6,6.3,9.3,1,17
i6,159,5.4,5.6,6.5,5.6,7.7,6.5,7.6,6.1,0,4
i0,160,6.1,5.1,5.5,8.0,7.5,7.0,6.2,9.9,1,9
i1,160,5.5,5.2,6.5,5.6,6.8,7.3,7.4,5.8,1,10
i2,160,6.5,5.6,4.3,5.0,8.4,6.0,6.0,7.4,0,24
i3,160,5.8,8.0,5.4,4.1,7.3,10.9,6.6,6.2,0,15
i4,160,6.4,4.7,5.0,6.7,8.7,7.6,7.0,8.0,1,5
i5,160,6.3,6.6,5.8,6.4,7.1,7.7,6.9,8.3,1,18
i6,160,6.4,5.7,6.3,5.5,8.4,5.3,7.7,6.4,0,5
i0,161,5.9,5.7,5.1,7.3,6.6,6.4,6.3,10.1,1,10
i1,161,5.5,5.0,7.5,5.5,5.4,4.9,10.5,7.6,1,11
i2,161,6.6,5.6,4.6,5.2,8.5,7.5,6.2,6.9,0,25
i3,161,6.4,6.7,5.9,5.6,6.8,8.8,6.5,7.7,0,16
i4,161,6.5,6.3,4.8,6.1,7.0,7.9,6.6,6.7,1,6
i5,161,6.6,5.5,6.2,6.9,7.7,7.2,7.6,9.2,1,19
i6,161,5.8,7.0,7.4,5.6,6.7,9.2,8.6,7.6,0,6
i0,162,4.5,6.3,6.0,7.3,6.4,9.2,6.8,8.3,1,11
i1,162,4.8,5.5,6.8,5.6,5.9,6.6,10.1,7.9,1,12
i2,162,6.3,5.5,5.0,6.0,7.9,7.2,7.4,7.9,0,26
i3,162,5.0,6.6,4.7,5.7,6.4,7.8,5.8,6.8,0,17
i4,162,7.6,6.6,4.9,5.8,10.0,8.0,7.7,7.3,1,7
i5,162,5.9,6.3,6.6,7.1,8.4,9.1,8.8,8.0,1,20
i6,162,6.5,7.3,8.1,5.7,8.1,9.1,8.7,7.5,0,7
i0,163,4.2,5.7,4.8,7.0,4.2,6.3,6.0,7.4,1,12
i1,163,4.7,5.2,6.3,5.1,5.5,7.5,7.2,6.8,1,13
i2,163,6.3,5.8,5.1,7.4,8.2,6.0,6.0,8.7,0,27
i3,163,5.4,7.1,4.8,5.4,5.9,9.1,7.8,7.4,0,18
i4,163,7.0,6.6,5.1,5.2,8.1,7.8,5.5,6.4,0,0
i5,163,6.3,6.1,8.1,9.1,8.6,8.6,10.1,11.6,1,21
i6,163,7.5,7.7,7.3,5.5,10.3,9.9,9.7,7.5,0,8
i0,164,4.2,6.6,4.3,8.2,6.0,7.9,4.9,9.5,1,13
i1,164,4.6,7.0,6.8,5.4,5.1,10.6,8.9,7.7,1,14
i2,164,6.2,6.7,6.7,7.1,8.1,7.9,8.1,8.9,0,28
i3,164,5.0,6.9,5.9,5.5,7.8,8.4,8.0,6.7,0,19
i4,164,5.7,6.2,4.6,4.2,6.1,7.1,6.2,3.9,0,1
i5,164,7.5,6.2,7.8,9.1,10.4,8.1,9.9,10.8,1,22
i6,164,7.0,7.4,7.5,6.4,8.0,9.1,9.3,7.2,0,9
i0,165,4.9,7.2,4.8,8.4,4.8,9.6,6.5,11.2,1,14
i1,165,6.1,7.2,6.4,5.9,6.3,9.9,7.8,8.4,1,15
i2,165,6.6,6.9,6.8,6.7,7.3,8.4,10.3,9.5,0,29
i3,165,4.7,6.7,6.3,6.0,5.3,7.0,7.2,8.3,0,20
i4,165,7.0,6.4,3.3,3.6,8.9,8.5,2.2,6.1,0,2
i5,165,8.1,5.5,7.2,9.1,10.1,8.0,8.9,11.0,1,23
i6,165,6.2,8.4,6.5,6.4,7.1,10.5,7.9,7.2,0,10
i0,166,4.9,7.1,5.5,8.1,7.1,9.4,7.2,10.4,1,15
i1,166,6.0,7.9,5.4,5.3,8.3,10.7,7.7,6.3,0,0
i2,166,5.0,7.4,6.9,6.8,7.8,9.6,8.6,9.0,0,30
i3,166,4.6,6.6,6.5,7.0,5.1,8.6,9.0,8.2,0,21
i4,166,6.8,5.2,4.3,4.7,8.9,6.1,3.8,4.7,0,3
i5,166,7.6,5.8,6.0,7.9,10.4,7.3,7.9,9.0,1,24
i6,166,7.3,7.1,6.4,6.5,8.3,8.2,6.2,8.9,0,11
i0,167,4.7,6.0,4.8,7.9,4.9,8.1,6.2,9.0,1,16
i1,167,5.7,7.4,6.2,4.9,6.8,10.4,8.3,6.3,0,1
i2,167,5.3,7.7,7.9,6.4,4.8,10.5,10.1,7.4,0,31
i3,167,4.6,6.5,6.7,6.2,5.5,8.0,8.9,7.7,0,22
i4,167,6.2,6.1,5.4,5.7,8.1,8.8,7.8,7.7,0,4
i5,167,7.4,7.3,7.1,6.9,9.7,8.8,9.1,8.9,1,25
i6,167,7.5,6.7,8.5,6.6,10.0,8.4,10.9,6.9,0,12
i0,168,5.4,6.7,6.3,6.8,7.6,9.2,7.8,8.8,1,17
i1,168,5.4,7.1,6.4,5.2,8.1,8.6,8.5,6.5,0,2
i2,168,5.9,6.8,7.9,6.6,6.3,9.4,10.6,8.8,0,32
i3,168,4.8,7.4,5.7,8.0,6.2,10.4,7.9,9.5,0,23
i4,168,5.8,5.8,6.3,6.3,9.1,7.1,7.4,7.2,0,5
i5,168,6.5,7.2,6.7,6.7,8.7,9.7,9.7,8.3,1,26
i6,168,8.1,8.0,8.8,6.8,10.3,9.8,10.4,10.5,0,13
i0,169,6.1,6.6,6.5,7.3,8.2,8.6,8.1,9.3,1,18
i1,169,5.9,5.5,6.4,5.2,7.9,7.2,7.2,7.9,0,3
i2,169,6.5,6.3,8.4,5.8,9.1,6.7,9.5,6.9,0,33
i3,169,4.7,6.7,5.8,8.6,4.8,8.9,7.2,11.0,1,0
i4,169,7.5,5.8,6.1,6.7,9.3,8.3,6.3,7.8,0,6
i5,169,7.2,6.4,6.6,7.2,8.9,7.5,9.8,8.6,1,27
i6,169,7.0,8.6,9.6,6.9,8.5,10.7,12.3,9.8,0,14
i0,170,6.9,6.7,5.0,7.3,8.9,8.1,5.2,9.7,1,19
i1,170,5.0,5.7,6.7,6.5,7.1,7.9,8.5,8.3,0,4
i2,170,7.0,5.3,8.2,6.2,8.0,5.6,10.3,7.6,0,34
i3,170,5.7,7.8,5.0,8.4,6.5,8.7,5.7,10.7,1,1
i4,170,6.9,6.7,6.0,6.0,8.1,8.6,7.1,7.7,0,7
i5,170,6.4,6.1,7.3,7.8,8.6,8.9,7.8,10.0,1,28
i6,170,8.1,9.0,10.7,6.6,10.0,12.2,13.0,8.4,0,15
i0,171,5.9,6.9,4.5,7.5,7.0,9.1,6.9,10.3,1,20
i1,171,5.0,5.9,6.6,6.4,6.3,9.4,9.7,7.3,0,5
i2,171,5.4,5.6,7.6,6.4,6.4,6.1,9.5,8.0,1,0
i3,171,6.3,8.2,6.6,7.0,6.9,8.5,7.6,8.5,1,2
i4,171,7.2,6.7,6.1,5.6,8.2,8.4,6.5,6.5,0,8
i5,171,8.3,8.0,8.2,8.0,9.5,8.0,9.8,10.2,1,29
i6,171,7.9,9.5,10.2,7.8,11.2,10.8,14.3,10.8,0,16
i0,172,5.6,7.5,3.5,7.8,6.9,9.9,4.4,8.5,1,21
i1,172,5.4,6.6,6.4,6.1,6.7,8.2,7.4,5.9,0,6
i2,172,4.9,7.0,7.6,5.9,6.4,8.2,10.0,7.5,1,1
i3,172,6.2,7.9,6.4,7.6,7.6,9.1,8.1,8.1,1,3
i4,172,6.9,5.6,7.2,6.3,9.3,8.4,8.7,8.0,0,9
i5,172,8.6,8.1,7.8,7.0,11.5,9.5,10.6,8.1,1,30
i6,172,8.7,10.0,9.6,7.9,10.4,12.7,12.4,9.1,0,17
i0,173,6.3,7.2,4.1,8.1,7.5,9.1,3.9,9.4,1,22
i1,173,5.9,5.7,6.0,6.2,7.0,5.7,8.0,7.9,0,7
i2,173,5.1,7.0,7.0,6.8,7.2,9.2,9.3,8.8,1,2
i3,173,5.4,8.1,6.3,6.6,7.1,10.4,7.1,8.5,1,4
i4,173,6.8,5.6,5.1,6.8,8.7,7.0,6.3,8.3,0,10
i5,173,8.5,8.9,7.5,7.9,11.0,11.0,9.6,8.9,1,31
i6,173,9.4,9.2,7.8,9.2,12.0,10.6,9.6,12.1,0,18
i0,174,7.1,7.9,4.3,6.7,9.7,11.1,5.1,9.5,0,0
i1,174,6.5,6.4,6.7,6.5,8.1,8.7,8.0,8.8,0,8
i2,174,5.0,6.9,7.2,7.1,5.7,9.7,8.0,10.0,1,3
i3,174,5.3,8.5,6.2,7.4,7.3,9.8,6.7,8.3,1,5
i4,174,7.7,4.6,5.9,7.5,10.0,5.9,6.2,10.3,0,11
i5,174,9.5,8.8,7.4,8.0,12.8,10.7,10.1,9.6,1,32
i6,174,10.0,9.4,9.0,10.5,12.0,11.3,11.7,14.0,0,19
i0,175,5.7,7.4,5.5,5.9,7.0,8.3,7.0,8.0,0,1
i1,175,6.2,6.1,8.0,6.5,7.8,6.3,10.2,7.9,0,9
i2,175,5.5,6.2,6.4,7.4,7.2,7.8,7.4,9.8,1,4
i3,175,6.2,7.0,5.6,6.4,7.1,9.5,6.5,8.0,1,6
i4,175,8.1,5.9,6.4,7.5,10.0,7.1,8.4,8.9,0,12
i5,175,9.5,8.4,7.7,9.0,11.4,10.8,9.9,11.5,1,33
i6,175,11.2,9.2,9.0,10.2,13.1,10.9,11.4,13.3,0,20
i0,176,5.9,8.4,5.3,6.4,6.7,9.9,6.7,7.3,0,2
i1,176,6.4,5.8,6.4,6.4,8.6,8.6,8.2,8.0,0,10
i2,176,7.0,6.7,5.0,7.8,7.5,8.6,6.2,10.4,1,5
i3,176,6.6,6.4,6.6,7.3,8.4,7.6,8.9,9.4,1,7
i4,176,8.5,5.8,7.6,8.4,9.1,7.5,8.3,9.8,0,13
i5,176,9.6,7.3,7.6,9.9,11.6,9.8,11.1,13.4,1,34
i6,176,10.0,10.5,9.8,10.1,12.6,12.4,11.4,12.7,0,21
i0,177,5.8,8.5,5.9,6.2,7.8,10.8,8.3,7.7,0,3
i1,177,7.1,5.9,6.4,7.2,8.3,8.6,8.4,9.3,0,11
i2,177,8.3,7.2,5.3,6.8,10.9,8.3,5.0,7.9,1,6
i3,177,4.9,6.4,7.0,7.9,6.8,5.8,8.9,9.2,1,8
i4,177,9.8,6.6,7.4,9.4,11.9,8.0,9.9,12.2,0,14
i5,177,9.7,7.7,8.9,10.5,10.5,8.8,10.9,12.3,1,35
i6,177,11.7,11.1,9.1,10.7,15.2,12.4,10.5,12.1,0,22
i0,178,4.8,6.9,4.9,7.0,6.9,9.7,5.1,8.2,0,4
i1,178,6.6,5.6,5.3,6.0,9.5,5.4,6.9,7.3,0,12
i2,178,7.3,8.2,5.2,5.4,10.2,10.6,7.5,6.9,1,7
i3,178,6.8,6.6,7.1,8.4,6.1,7.3,9.0,11.6,1,9
i4,178,10.1,7.3,7.8,8.4,14.1,9.3,9.7,10.6,0,15
i5,178,10.4,6.7,9.4,10.6,13.5,7.1,10.6,14.0,1,36
i6,178,11.7,11.3,9.5,11.7,15.1,13.9,10.5,14.1,0,23
i0,179,6.4,6.4,4.9,7.5,9.1,9.1,6.3,8.6,0,5
i1,179,7.5,4.8,6.8,5.7,10.1,7.1,9.7,7.1,0,13
i2,179,6.7,7.8,5.9,6.2,8.5,10.1,7.8,8.8,1,8
i3,179,6.5,8.1,7.4,8.0,7.9,9.9,9.2,9.7,1,10
i4,179,9.9,7.5,7.6,8.7,12.3,8.8,9.5,11.0,0,16
i5,179,10.3,8.4,9.3,11.5,13.7,9.6,11.0,14.0,1,37
i6,179,12.0,11.6,9.8,12.3,13.3,13.8,13.5,15.9,0,24
i0,180,7.4,5.8,5.5,7.1,10.5,8.6,5.7,10.3,0,6
i1,180,8.8,5.4,6.8,8.2,12.0,6.1,8.9,10.5,0,14
i2,180,7.0,7.6,6.6,6.2,9.5,9.4,8.6,8.6,1,9
i3,180,6.9,8.7,7.3,7.9,9.1,10.4,10.5,10.3,1,11
i4,180,9.8,8.8,7.0,9.1,13.8,10.2,8.7,10.4,0,17
i5,180,9.9,10.6,8.7,11.5,12.5,12.9,11.2,15.3,1,38
i6,180,12.8,11.5,10.6,12.4,14.7,15.0,14.0,14.8,0,25
i0,181,6.9,7.1,5.9,8.0,8.8,8.8,7.6,9.0,0,7
i1,181,7.5,3.6,6.5,7.9,9.4,5.3,8.2,9.4,1,0
i2,181,6.7,8.1,8.1,7.6,8.2,10.5,11.3,9.4,1,10
i3,181,7.3,9.7,7.9,8.1,10.2,12.6,10.2,10.0,1,12
i4,181,9.4,9.3,7.8,8.4,11.7,12.5,9.2,10.1,0,18
i5,181,10.6,12.7,10.3,12.5,13.1,14.7,10.8,15.1,1,39
i6,181,12.4,12.1,13.3,13.6,14.4,15.0,16.2,16.5,0,26
i0,182,6.6,6.6,6.1,7.4,9.0,9.8,7.0,9.7,0,8
i1,182,8.5,4.5,6.1,6.3,11.7,6.1,8.5,7.7,1,1
i2,182,6.5,9.0,8.0,7.3,8.5,10.6,9.2,8.7,1,11
i3,182,6.8,8.8,8.8,7.1,7.7,11.9,11.9,8.1,1,13
i4,182,9.5,10.0,9.1,9.9,12.7,14.0,12.0,13.6,0,19
i5,182,11.2,13.7,11.0,14.0,13.6,16.8,13.8,19.5,0,0
i6,182,12.2,12.7,13.8,14.4,16.1,15.3,17.9,18.5,0,27
i0,183,7.5,6.6,5.3,7.2,10.1,8.0,7.1,8.9,0,9
i1,183,8.2,4.7,5.4,7.9,10.6,5.7,6.6,9.1,1,2
i2,183,7.6,7.6,8.2,7.9,8.3,9.6,10.5,9.4,1,12
i3,183,8.6,10.0,8.5,7.8,9.8,12.6,11.6,10.0,1,14
i4,183,9.2,10.6,9.6,10.8,10.8,13.5,11.8,13.8,0,20
i5,183,11.4,13.5,11.4,13.6,12.9,17.6,16.2,17.6,0,1
i6,183,14.6,12.8,16.2,14.9,17.7,16.7,18.8,17.3,0,28
i0,184,8.2,6.5,5.4,6.8,11.3,9.2,5.2,8.2,0,10
i1,184,8.1,6.1,5.2,7.7,9.5,8.9,5.1,9.6,1,3
i2,184,7.6,8.1,7.9,8.6,9.0,9.3,9.3,11.7,1,13
i3,184,9.4,10.6,8.5,10.2,13.5,12.1,10.9,12.0,1,15
i4,184,10.3,10.5,11.3,11.3,12.5,12.7,14.5,14.0,0,21
i5,184,12.1,13.2,12.3,14.3,15.7,16.6,14.7,17.1,0,2
i6,184,15.7,14.9,16.0,13.5,18.7,18.7,21.4,14.9,0,29
i0,185,8.5,5.9,6.0,6.9,10.0,8.1,7.5,8.1,0,11
i1,185,8.1,6.8,5.6,6.7,10.1,8.0,7.5,8.6,1,4
i2,185,9.3,8.6,8.8,8.8,11.6,11.4,11.7,12.1,1,14
i3,185,9.7,11.3,8.9,10.0,12.9,13.6,10.6,13.7,1,16
i4,185,11.4,10.9,11.2,12.3,12.9,13.5,13.6,14.6,0,22
i5,185,13.0,13.2,12.9,14.6,16.0,16.6,15.9,17.8,0,3
i6,185,15.5,15.8,17.1,14.8,19.9,20.7,20.4,18.0,0,30
i0,186,6.8,6.5,5.6,6.0,8.6,9.1,7.0,8.0,0,12
i1,186,6.9,7.9,6.2,6.6,7.8,10.3,6.9,7.2,1,5
i2,186,9.1,8.4,9.0,9.3,11.9,9.2,10.3,10.8,1,15
i3,186,10.9,10.5,9.5,10.6,14.2,13.3,12.6,12.7,1,17
i4,186,11.5,12.4,11.8,11.9,14.9,15.2,15.6,16.1,0,23
i5,186,13.7,13.6,12.9,14.8,17.6,16.6,15.1,18.1,0,4
i6,186,16.6,16.1,16.9,17.0,20.5,19.4,20.6,21.2,0,31
i0,187,6.2,7.7,4.0,6.0,7.6,10.3,6.0,7.0,0,13
i1,187,6.4,7.7,7.8,7.5,7.8,7.9,9.9,9.2,1,6
i2,187,10.1,7.9,8.6,9.7,11.5,10.0,10.7,11.6,1,16
i3,187,10.7,11.2,10.0,10.6,13.8,13.9,12.9,13.4,1,18
i4,187,12.7,13.9,11.7,12.2,16.9,17.7,14.6,14.9,0,24
i5,187,15.3,15.0,15.2,15.2,18.2,17.2,19.1,17.1,0,5
i6,187,18.3,16.8,16.9,18.0,22.4,20.3,22.2,21.5,0,32
i0,188,6.3,7.1,5.5,5.7,7.6,8.6,6.8,7.2,0,14
i1,188,5.0,8.4,9.3,6.8,4.8,12.1,11.4,7.0,1,7
i2,188,11.0,7.2,10.0,9.4,13.4,8.1,12.9,11.8,1,17
i3,188,11.3,12.1,10.9,11.2,14.6,14.9,15.5,14.3,1,19
i4,188,13.1,15.6,12.7,13.1,16.5,20.4,16.9,16.8,0,25
i5,188,16.9,16.0,15.9,16.3,20.9,21.1,20.5,19.9,0,6
i6,188,19.9,17.2,17.3,18.0,24.9,21.9,20.3,21.3,0,33
i0,189,6.7,7.2,6.5,6.4,7.2,9.4,8.9,8.0,0,15
i1,189,6.1,9.2,10.3,8.0,8.4,12.2,13.0,8.6,1,8
i2,189,10.7,9.2,9.5,10.4,13.4,11.2,12.4,13.8,1,18
i3,189,11.1,11.7,11.4,12.4,15.1,14.4,13.7,15.6,1,20
i4,189,14.4,16.3,13.8,14.9,17.4,21.1,17.1,19.3,0,26
i5,189,17.1,16.6,16.3,16.4,20.9,21.4,19.8,20.8,0,7
i6,189,20.3,18.4,16.8,19.4,26.2,21.4,20.4,24.5,0,34
i0,190,7.0,7.3,6.2,6.3,8.5,9.2,8.6,7.8,0,16
i1,190,6.9,9.6,8.9,9.0,8.4,11.6,11.1,11.4,1,9
i2,190,9.9,8.5,10.9,9.4,11.9,10.2,14.2,11.8,1,19
i3,190,12.0,12.1,11.3,12.4,15.7,13.8,14.8,15.2,1,21
i4,190,13.0,15.3,15.5,14.0,15.5,19.8,19.2,18.3,0,27
i5,190,17.8,17.9,17.8,17.7,22.6,23.0,22.8,23.3,0,8
i6,190,20.8,18.3,18.0,19.9,25.6,21.2,22.9,25.6,0,35
i0,191,7.9,8.1,6.1,6.6,10.1,10.3,8.3,9.2,0,17
i1,191,8.5,9.2,9.2,9.3,10.7,12.7,11.5,10.6,1,10
i2,191,9.1,8.8,11.4,10.7,11.3,10.0,12.8,11.9,1,20
i3,191,12.7,11.9,12.7,12.8,16.7,15.9,14.3,16.5,1,22
i4,191,14.5,15.9,15.8,14.9,18.8,21.2,19.7,18.9,0,28
i5,191,18.1,19.7,18.1,19.1,23.6,25.3,23.0,24.1,0,9
i6,191,20.9,18.2,18.4,20.4,26.0,22.0,24.1,25.1,0,36
i0,192,7.7,8.4,7.3,8.2,9.8,9.7,9.0,10.4,0,18
i1,192,8.8,10.0,9.3,9.0,10.7,12.8,12.6,10.8,1,11
i2,192,9.7,9.4,10.2,11.2,11.9,12.8,12.3,14.4,1,21
i3,192,14.1,13.3,13.5,13.9,18.0,16.9,17.6,17.3,1,23
i4,192,14.4,16.5,17.2,14.7,18.2,21.6,20.6,18.2,0,29
i5,192,17.4,20.4,17.9,18.8,21.0,25.1,22.2,23.3,0,10
i6,192,21.6,18.9,18.6,21.3,25.8,22.8,24.9,26.6,0,37
i0,193,7.8,9.6,7.7,8.5,9.7,13.0,10.2,11.0,0,19
i1,193,9.2,11.6,10.1,9.8,12.1,14.9,13.1,12.4,1,12
i2,193,10.8,9.9,11.9,11.0,13.5,11.0,15.3,14.2,1,22
i3,193,13.7,13.1,14.4,14.1,16.8,16.3,18.6,17.9,1,24
i4,193,14.3,16.1,16.1,14.2,16.8,19.8,18.7,17.4,0,30
i5,193,20.1,20.7,18.5,19.6,25.4,25.7,22.8,25.0,0,11
i6,193,22.4,20.8,18.7,22.5,27.2,26.1,23.1,27.4,0,38
i0,194,7.7,9.8,8.0,8.4,9.8,10.8,10.2,11.2,0,20
